Anno;ateco_UL_2007_2cifre;descriz_ateco_UL_2007_2cifre;ateco_UL_2007_5cifre;descriz_ateco_UL_2007-5cifre;N.unità locali;N.addetti_UL
2007;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25932;Fabbricazione di molle;10;59,74
2007;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25940;Fabbricazione di articoli di bulloneria;19;189,18
2007;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25991;Fabbricazione di stoviglie, pentolame, vasellame, attrezzi da cucina e accessori casalinghi non elettrici, articoli metallici per l'arredamento di stanze da bagno;14;18,85
2007;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25992;Fabbricazione di casseforti, forzieri porte metalliche blindate;14;83,23
2007;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25993;Fabbricazione di oggetti in ferro, in rame ed altri metalli;106;224,68
2007;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25999;Fabbricazione di altri articoli metallici e minuteria metallica;119;447,14
2007;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26110;Fabbricazione di componenti elettronici;48;179,41
2007;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26120;Fabbricazione di schede elettroniche assemblate;29;135,31
2007;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26200;Fabbricazione di computer e unità periferiche;49;377,73
2007;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26301;Fabbricazione di apparecchi trasmittenti radiotelevisivi, comprese le telecamere;18;116,45
2007;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26302;Fabbricazione di apparecchi elettrici ed elettronici per telecomunicazioni;68;778,16
2007;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26400;Fabbricazione di apparecchi per la riproduzione e registrazione del suono e delle immagini;16;98,08
2007;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26511;Fabbricazione di strumenti per navigazione, idrologia, geofisica e meteorologia;12;504,15
2007;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26512;Fabbricazione di contatori di elettricità, gas, acqua ed altri liquidi, di bilance analitiche di precisione, di apparecchi di misura e regolazione (comprese parti staccate e accessori);75;427,36
2007;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26520;Fabbricazione di orologi;8;48,71
2007;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26600;Fabbricazione di strumenti per irradiazione, apparecchiature elettromedicali ed elettroterapeutiche;46;715,29
2007;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26701;Fabbricazione di elementi ottici e strumenti ottici di misura, controllo e precisione;9;29,8
2007;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26702;Fabbricazione di apparecchiature fotografiche e cinematografiche;8;116,78
2007;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26800;Fabbricazione di supporti magnetici ed ottici;2;2,19
2007;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27110;Fabbricazione di motori, generatori e trasformatori elettrici;55;529,17
2007;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27120;Fabbricazione di apparecchiature per le reti di distribuzione e il controllo dell'elettricità;67;579,22
2007;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27200;Fabbricazione di batterie di pile ed accumulatori elettrici;4;6,72
2007;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27310;Fabbricazione di cavi a fibra ottica;4;300
2007;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27320;Fabbricazione di altri fili e cavi elettrici ed elettronici;13;441,77
2007;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27330;Fabbricazione di attrezzature per cablaggio;18;90,25
2007;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27400;Fabbricazione di apparecchiature per illuminazione;86;553,86
2007;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27510;Fabbricazione di elettrodomestici;20;128,33
2007;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27520;Fabbricazione di apparecchi per uso domestico non elettrici;2;4,41
2007;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27900;Fabbricazione di altre apparecchiature elettriche;110;560,05
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28111;Fabbricazione di motori a combustione interna, compresi parti e accessori (esclusi i motori destinati ai mezzi di trasporto su strada e ad aeromobili);8;59,86
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28112;Fabbricazione di turbine e turboalternatori (compresi parti e accessori);5;121,33
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28120;Fabbricazione di apparecchiature fluidodinamiche;18;436,7
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28130;Fabbricazione di altre pompe e compressori;10;81,36
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28140;Fabbricazione di altri rubinetti e valvole;31;159,89
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28151;Fabbricazione di organi di trasmissione (esclusi quelli idraulici e quelli per autoveicoli, aeromobili e motocicli);23;204,14
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28152;Fabbricazione di cuscinetti a sfere;3;18,46
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28211;Fabbricazione di forni, fornaci e bruciatori;22;69,83
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28220;Fabbricazione di macchine e apparecchi di sollevamento e movimentazione;46;489,67
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28230;Fabbricazione di macchine ed attrezzature per ufficio (esclusi computer e unità periferiche);8;78,86
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28240;Fabbricazione di utensili portatili a motore;2;2,29
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28250;"Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione; fabbricazione di condizionatori domestici fissi";45;172,5
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28291;Fabbricazione di bilance e di macchine automatiche per la vendita e la distribuzione (compresi parti staccate e accessori);12;119,44
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28292;Fabbricazione di macchine e apparecchi per le industrie chimiche, petrolchimiche e petrolifere (compresi parti e accessori);69;778,51
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28293;Fabbricazione di macchine automatiche per la dosatura, la confezione e per l'imballaggio (compresi parti e accessori);33;82,32
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28299;Fabbricazione di macchine di impiego generale ed altro materiale meccanico nca;104;485,55
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28309;Fabbricazione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia;9;23,92
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28410;Fabbricazione di macchine utensili per la formatura dei metalli (compresi parti e accessori ed escluse le parti intercambiabili);22;99,15
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28490;Fabbricazione di altre macchine utensili (compresi parti e accessori);36;171,48
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28910;Fabbricazione di macchine per la metallurgia (compresi parti e accessori);38;124,31
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28920;Fabbricazione di macchine da miniera, cava e cantiere (compresi parti e accessori);23;111,67
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28930;Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco (compresi parti e accessori);38;116,29
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28941;Fabbricazione di macchine tessili, di macchine e di impianti per il trattamento ausiliario dei tessili, di macchine per cucire e per maglieria (compresi parti e accessori);14;25,02
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28942;Fabbricazione di macchine e apparecchi per l'industria delle pelli, del cuoio e delle calzature (compresi parti e accessori);3;31
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28943;Fabbricazione di apparecchiature e di macchine per lavanderie e stirerie (compresi parti e accessori);12;61,66
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28950;Fabbricazione di macchine per l'industria della carta e del cartone (compresi parti e accessori);10;45,16
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28960;Fabbricazione di macchine per l'industria delle materie plastiche e della gomma (compresi parti e accessori);34;128,89
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28991;Fabbricazione di macchine per la stampa e la legatoria (compresi parti e accessori);15;78,24
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28992;Fabbricazione di robot industriali per usi molteplici (compresi parti e accessori);3;3,32
2007;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28999;Fabbricazione di altre macchine per impieghi speciali nca (compresi parti e accessori);16;51,99
2007;29;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;29100;Fabbricazione di autoveicoli;3;6,5
2007;29;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;29200;Fabbricazione di carrozzerie per autoveicoli, rimorchi e semirimorchi;4;20,09
2007;29;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;29310;Fabbricazione di apparecchiature elettriche ed elettroniche per autoveicoli e loro motori;8;21,37
2007;29;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;29320;Fabbricazione di altre parti ed accessori per autoveicoli e loro motori;31;97,1
2007;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30110;Cantieri navali per costruzioni metalliche e non metalliche;12;113,35
2007;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30120;Costruzione di imbarcazioni da diporto e sportive;21;122,26
2007;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30200;Costruzione di materiale rotabile ferroviario, tranviario, filoviario, per metropolitane e per miniere;12;191,23
2007;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30300;Fabbricazione di aeromobili, di veicoli spaziali e dei relativi dispositivi;5;244,57
2007;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30911;Fabbricazione di motocicli e motoveicoli (compresi i motori);4;7,3
2007;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30912;Fabbricazione di accessori e pezzi staccati per motocicli e ciclomotori;6;16,9
2007;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30921;Fabbricazione e montaggio di biciclette (compresi parti e accessori);3;3,38
2007;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30922;Fabbricazione di parti ed accessori per biciclette;2;2,64
2007;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30924;Fabbricazione di carrozzine e passeggini per neonati;1;1,34
2007;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30990;Fabbricazione di veicoli a trazione manuale o animale;1;1
2007;31;FABBRICAZIONE DI MOBILI;31012;Fabbricazione di altri mobili per ufficio e negozi;51;164,15
2007;31;FABBRICAZIONE DI MOBILI;31020;Fabbricazione di mobili per cucina;6;12,34
2007;31;FABBRICAZIONE DI MOBILI;31030;Fabbricazione di materassi;11;34,5
2007;31;FABBRICAZIONE DI MOBILI;31091;Fabbricazione di mobili per arredo domestico;33;54,55
2007;31;FABBRICAZIONE DI MOBILI;31092;Fabbricazione di sedie e sedili (esclusi quelli per aeromobili, autoveicoli, navi, treni, ufficio e negozi);3;4
2007;31;FABBRICAZIONE DI MOBILI;31093;Fabbricazione di poltrone e divani;49;120,44
2007;31;FABBRICAZIONE DI MOBILI;31094;Fabbricazione di parti e accessori di mobili;47;82,63
2007;31;FABBRICAZIONE DI MOBILI;31095;Finitura di mobili;66;110,79
2007;31;FABBRICAZIONE DI MOBILI;31099;Fabbricazione di altri mobili compresi quelli per arredo esterno;49;96,68
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32110;Coniazione di monete;5;25,87
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32121;Fabbricazione di oggetti di gioielleria ed oreficeria in metalli preziosi o rivestiti di metalli preziosi;310;1330,67
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32122;Lavorazione di pietre preziose e semipreziose per gioielleria e per uso industriale;61;113,82
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32130;Fabbricazione di bigiotteria e articoli simili;117;245,3
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32200;Fabbricazione di strumenti musicali, compresi parti e accessori;19;22,08
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32300;Fabbricazione di articoli sportivi;17;27,47
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32401;Fabbricazione di giochi, compresi i giochi elettronici;16;36,64
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32402;Fabbricazione di giocattoli, compresi i tricicli e gli strumenti musicali giocattolo;9;17,91
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32501;Fabbricazione di mobili per uso medico, apparecchi medicali per diagnosi, di materiale medico-chirurgico e veterinario, di apparecchi e strumenti per odontoiatria (compresi parti staccate e accessori);23;236,91
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32502;Fabbricazione di protesi dentarie (compresa riparazione);515;1178,79
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32503;Fabbricazione di protesi ortopediche, altre protesi ed ausili (compresa riparazione);24;89,83
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32504;Fabbricazione di lenti oftalmiche;5;196,81
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32505;"Fabbricazione di armature per occhiali di qualsiasi tipo; montatura in serie di occhiali comuni";15;43,88
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32910;Fabbricazione di scope e spazzole;2;4
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32991;Fabbricazione di attrezzature ed articoli di vestiario protettivi di sicurezza;1;3,12
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32992;Fabbricazione di ombrelli, bottoni, chiusure lampo, parrucche e affini;18;143,33
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32993;Fabbricazione di oggetti di cancelleria;79;151,61
2007;32;ALTRE INDUSTRIE MANIFATTURIERE;32999;Fabbricazione di altri articoli nca;19;29,42
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33110;Riparazione e manutenzione di prodotti in metallo;42;92,37
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33121;Riparazione e manutenzione di macchine di impiego generale;22;78,91
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33122;Riparazione e manutenzione di forni, fornaci e bruciatori;18;40,33
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33123;Riparazione e manutenzione di macchine e apparecchi di sollevamento e movimentazione, esclusi ascensori;46;377,24
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33124;Riparazione e manutenzione di attrezzature di uso non domestico per la refrigerazione e la ventilazione;17;168,99
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33125;Riparazione e manutenzione di altre macchine di impiego generale;148;527,14
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33127;Riparazione e manutenzione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia;1;1
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33129;Riparazione e manutenzione di altre macchine per impieghi speciali (comprese le macchine utensili);48;103
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33130;Riparazione e manutenzione di apparecchiature elettroniche ed ottiche (escluse quelle per le telecomunicazioni ed i computer);181;556,06
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33140;Riparazione e manutenzione di apparecchiature elettriche (esclusi gli elettrodomestici);64;190,45
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33150;Riparazione e manutenzione di navi commerciali e imbarcazioni da diporto (esclusi i loro motori);9;17,26
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33160;Riparazione e manutenzione di aeromobili e di veicoli spaziali;2;40,09
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33170;Riparazione e manutenzione di materiale rotabile ferroviario, tranviario, filoviario e per metropolitane (esclusi i loro motori);7;92,6
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33190;Riparazione di altre apparecchiature;4;8
2007;33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;33200;Installazione di macchine ed apparecchiature industriali;267;1524,93
2007;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35110;Produzione di energia elettrica;98;1255,3
2007;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35120;Trasmissione di energia elettrica;2;107
2007;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35130;Distribuzione di energia elettrica;21;1128,02
2007;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35140;Commercio di energia elettrica;25;429,41
2007;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35210;Produzione di gas;5;23,42
2007;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35220;Distribuzione di combustibili gassosi mediante condotte;29;737,76
2007;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35230;Commercio di gas distribuito mediante condotte;14;238,96
2007;35;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;35300;Fornitura di vapore e aria condizionata;11;284,05
2007;36;RACCOLTA, TRATTAMENTO E FORNITURA DI ACQUA;36000;Raccolta, trattamento e fornitura di acqua;22;676,23
2007;37;GESTIONE DELLE RETI FOGNARIE;37000;Raccolta e depurazione delle acque di scarico;31;193,27
2007;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38110;Raccolta di rifiuti solidi non pericolosi;49;901,72
2007;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38120;Raccolta di rifiuti pericolosi solidi e non solidi;1;4,75
2007;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38210;"Trattamento e smaltimento di rifiuti non pericolosi; produzione di compost";21;2889,03
2007;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38220;Trattamento e smaltimento di rifiuti pericolosi;19;94,52
2007;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38311;Demolizione di carcasse;1;1
2007;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38321;Recupero e preparazione per il riciclaggio di cascami e rottami metallici;26;81,17
2007;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38322;Recupero e preparazione per il riciclaggio di materiale plastico per produzione di materie prime plastiche, resine sintetiche;9;78,78
2007;38;"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";38323;Recupero e preparazione per il riciclaggio dei rifiuti solidi urbani, industriali e biomasse;29;138,51
2007;39;ATTIVITÀ DI RISANAMENTO E ALTRI SERVIZI DI GESTIONE DEI RIFIUTI;39000;Attività di risanamento e altri servizi di gestione dei rifiuti;8;128,5
2007;41;COSTRUZIONE DI EDIFICI;41100;Sviluppo di progetti immobiliari senza costruzione;978;1712,2
2007;41;COSTRUZIONE DI EDIFICI;41200;Costruzione di edifici residenziali e non residenziali;3047;15651,48
